"","points","price","variety","latitude","longitude","cluster","country"
"1934",86,20,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"1935",86,11,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"1936",86,10,"Chardonnay",46.227638,2.213749,4,"France"
"1937",87,28,"Chardonnay",-33.6131574,-71.4501843,6,"Chile"
"1938",87,15,"Riesling",48.3181795,7.4416241,4,"France"
"1939",89,60,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"1940",89,50,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"1941",89,16,"Cabernet Sauvignon",-30.0002315,136.2091547,6,"Australia"
"1942",89,60,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"1943",86,25,"Riesling",-34.9859489,-71.2417746,6,"Chile"
"1944",86,16,"Syrah",37.5999938,14.0153557,1,"Italy"
"1945",86,20,"Sauvignon Blanc",48.108077,15.8049558,1,"Austria"
"1946",86,17,"Chardonnay",46.1134349,4.7263863,4,"France"
"1947",86,18,"Cabernet Sauvignon",-34.9859489,-71.2417746,6,"Chile"
"1948",89,17,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"1949",89,25,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"1950",89,20,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"1951",89,50,"Pinot Noir",47.0525047,4.3837215,5,"France"
"1952",89,35,"Chardonnay",47.0525047,4.3837215,4,"France"
"1953",89,35,"Pinot Noir",47.0525047,4.3837215,5,"France"
"1954",89,26,"Chardonnay",47.0525047,4.3837215,4,"France"
"1955",89,24,"Pinot Noir",47.0525047,4.3837215,5,"France"
"1956",89,78,"Pinot Noir",47.0525047,4.3837215,5,"France"
"1957",89,35,"Cabernet Sauvignon",45.4414662,12.3152595,2,"Italy"
"1958",89,62,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"1959",89,80,"Pinot Noir",47.0525047,4.3837215,5,"France"
"1960",89,68,"Pinot Noir",47.0525047,4.3837215,5,"France"
"1961",91,28,"Sauvignon Blanc",-41.57269,173.4216613,3,"New Zealand"
"1962",91,58,"Pinot Noir",47.0525047,4.3837215,5,"France"
"1963",91,65,"Pinot Noir",47.0525047,4.3837215,5,"France"
"1964",91,50,"Pinot Noir",-44.9566315,169.3988451,3,"New Zealand"
"1965",90,34,"Riesling",48.585085,15.4126618,2,"Austria"
"1966",90,28,"Sauvignon Blanc",41.87194,12.56738,2,"Italy"
"1967",84,7,"Cabernet Sauvignon",-36,-72,6,"Chile"
"1968",83,9,"Malbec",-34.6761419,-71.097317,6,"Chile"
"1969",83,19,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"1970",83,10,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"1971",83,11,"Sangiovese",41.87194,12.56738,2,"Italy"
"1972",86,12,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"1973",86,17,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"1974",86,14,"Merlot",-32.8896247,-68.8526867,6,"Argentina"
"1975",86,10,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"1976",89,22,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"1977",89,90,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"1978",89,28,"Chardonnay",41.87194,12.56738,4,"Italy"
"1979",89,16,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"1980",89,47,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"1981",89,11,"Tempranillo",-32.8896247,-68.8526867,6,"Argentina"
"1982",89,40,"Malbec",46.227638,2.213749,4,"France"
"1983",87,17,"Riesling",48.3181795,7.4416241,4,"France"
"1984",87,18,"Merlot",-36,-72,6,"Chile"
"1985",89,20,"Cabernet Sauvignon",-30.0002315,136.2091547,6,"Australia"
"1986",89,23,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"1987",89,60,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"1988",89,18,"Pinot Noir",48.3181795,7.4416241,5,"France"
"1989",89,19,"Pinot Noir",48.3181795,7.4416241,5,"France"
"1990",89,50,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"1991",89,48,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"1992",89,50,"Merlot",43.7710513,11.2486208,2,"Italy"
"1993",86,10,"Sangiovese",37.5999938,14.0153557,2,"Italy"
"1994",86,10,"Pinot Noir",37.5999938,14.0153557,5,"Italy"
"1995",86,21,"Cabernet Sauvignon",37.5999938,14.0153557,6,"Italy"
"1996",86,12,"Cabernet Sauvignon",-33.444962,-70.648283,6,"Chile"
"1997",87,16,"Malbec",-38.416097,-63.616672,6,"Argentina"
"1998",87,18,"Sauvignon Blanc",-30.0002315,136.2091547,3,"Australia"
"1999",87,10,"Tempranillo",40.463667,-3.74922,1,"Spain"
"2000",91,120,"Pinot Noir",-41.2190932,175.4600651,3,"New Zealand"
"2001",91,60,"Pinot Noir",-44.9566315,169.3988451,3,"New Zealand"
"2002",89,34,"Chardonnay",47.0525047,4.3837215,4,"France"
"2003",89,65,"Pinot Noir",47.0525047,4.3837215,5,"France"
"2004",89,40,"Chardonnay",47.0525047,4.3837215,4,"France"
"2005",89,68,"Pinot Noir",47.0525047,4.3837215,5,"France"
"2006",88,35,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2007",88,50,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2008",83,8,"Sangiovese",41.87194,12.56738,2,"Italy"
"2009",83,10,"Malbec",-34.6761419,-71.097317,6,"Chile"
"2010",83,11,"Tempranillo",40.463667,-3.74922,1,"Spain"
"2011",83,20,"Pinot Noir",-41.57269,173.4216613,3,"New Zealand"
"2012",83,13,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2013",83,13,"Sauvignon Blanc",-33.6131574,-71.4501843,3,"Chile"
"2014",82,9,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2015",82,20,"Cabernet Sauvignon",-36,-72,6,"Chile"
"2016",82,23,"Sauvignon Blanc",-34.7284166,-71.6458243,3,"Chile"
"2017",90,17,"Cabernet Sauvignon",-30.0002315,136.2091547,6,"Australia"
"2018",90,45,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2019",90,65,"Pinot Noir",-37.4713077,144.7851531,3,"Australia"
"2020",90,53,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2021",86,45,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2022",87,25,"Syrah",-30.7462002,-71.0022311,6,"Chile"
"2023",87,11,"Merlot",-34.6761419,-71.097317,6,"Chile"
"2024",87,38,"Pinot Noir",-33.6131574,-71.4501843,5,"Chile"
"2025",87,26,"Pinot Noir",48.3181795,7.4416241,5,"France"
"2026",87,11,"Syrah",-33.444962,-70.648283,6,"Chile"
"2027",89,22,"Malbec",46.227638,2.213749,4,"France"
"2028",89,13,"Malbec",46.227638,2.213749,4,"France"
"2029",89,22,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2030",89,28,"Chardonnay",41.87194,12.56738,4,"Italy"
"2031",89,35,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2032",89,30,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"2033",86,10,"Chardonnay",-33.3190376,-71.4076318,6,"Chile"
"2034",86,12,"Chardonnay",-36,-72,6,"Chile"
"2035",85,12,"Pinot Noir",-33.3190376,-71.4076318,6,"Chile"
"2036",85,12,"Pinot Noir",-34.9859489,-71.2417746,6,"Chile"
"2037",88,15,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2038",88,50,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2039",88,65,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2040",88,16,"Cabernet Sauvignon",-30.0002315,136.2091547,6,"Australia"
"2041",88,36,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2042",88,45,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2043",87,18,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2044",87,40,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2045",91,45,"Riesling",48.3896089,15.4748897,2,"Austria"
"2046",91,80,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2047",91,35,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2048",91,30,"Pinot Noir",-41.57269,173.4216613,3,"New Zealand"
"2049",91,36,"Chardonnay",47.0525047,4.3837215,4,"France"
"2050",90,35,"Cabernet Sauvignon",43.7710513,11.2486208,2,"Italy"
"2051",90,20,"Pinot Noir",47.1537165,16.2688797,5,"Austria"
"2052",90,40,"Pinot Noir",48.108077,15.8049558,5,"Austria"
"2053",89,19,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2054",89,72,"Pinot Noir",47.0525047,4.3837215,5,"France"
"2055",89,39,"Chardonnay",47.0525047,4.3837215,4,"France"
"2056",89,34,"Pinot Noir",47.0525047,4.3837215,5,"France"
"2057",89,18,"Chardonnay",47.0525047,4.3837215,4,"France"
"2058",89,18,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2059",89,70,"Malbec",-38.416097,-63.616672,6,"Argentina"
"2060",88,68,"Pinot Noir",47.0525047,4.3837215,5,"France"
"2061",88,42,"Pinot Noir",47.0525047,4.3837215,5,"France"
"2062",88,25,"Pinot Noir",47.0525047,4.3837215,5,"France"
"2063",88,55,"Pinot Noir",47.0525047,4.3837215,5,"France"
"2064",90,42,"Syrah",44.0574025,4.828508,2,"France"
"2065",82,11,"Merlot",-33.444962,-70.648283,6,"Chile"
"2066",80,16,"Tempranillo",40.463667,-3.74922,1,"Spain"
"2067",86,10,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"2068",86,19,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"2069",86,10,"Merlot",-32.8896247,-68.8526867,6,"Argentina"
"2070",85,13,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"2071",85,15,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2072",85,12,"Malbec",46.227638,2.213749,1,"France"
"2073",85,10,"Merlot",-36,-72,6,"Chile"
"2074",86,12,"Cabernet Sauvignon",-31.2532183,146.921099,6,"Australia"
"2075",86,50,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2076",86,15,"Merlot",-32.8896247,-68.8526867,6,"Argentina"
"2077",86,12,"Tempranillo",40.463667,-3.74922,1,"Spain"
"2078",86,9,"Chardonnay",-25.274398,133.775136,4,"Australia"
"2079",88,26,"Chardonnay",47.0525047,4.3837215,4,"France"
"2080",88,25,"Pinot Noir",47.0525047,4.3837215,5,"France"
"2081",88,23,"Chardonnay",47.0525047,4.3837215,4,"France"
"2082",88,25,"Chardonnay",47.0525047,4.3837215,4,"France"
"2083",88,75,"Chardonnay",47.0525047,4.3837215,4,"France"
"2084",88,20,"Chardonnay",47.0525047,4.3837215,4,"France"
"2085",88,80,"Pinot Noir",47.0525047,4.3837215,5,"France"
"2086",88,35,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2087",88,20,"Chardonnay",-25.274398,133.775136,4,"Australia"
"2088",87,11,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2089",87,22,"Pinot Noir",43.5912356,3.2583626,5,"France"
"2090",87,12,"Chardonnay",-31.2532183,146.921099,3,"Australia"
"2091",87,16,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2092",90,64,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2093",85,20,"Chardonnay",-32.8896247,-68.8526867,6,"Argentina"
"2094",85,12,"Malbec",-38.416097,-63.616672,6,"Argentina"
"2095",85,10,"Pinot Noir",-32.8896247,-68.8526867,6,"Argentina"
"2096",85,12,"Sauvignon Blanc",-36,-72,3,"Chile"
"2097",85,16,"Cabernet Sauvignon",-33.444962,-70.648283,6,"Chile"
"2098",86,16,"Chardonnay",-38.416097,-63.616672,6,"Argentina"
"2099",86,20,"Riesling",-30.0002315,136.2091547,3,"Australia"
"2100",86,17,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2101",86,12,"Chardonnay",-32.8896247,-68.8526867,6,"Argentina"
"2102",91,30,"Cabernet Sauvignon",-30.0002315,136.2091547,6,"Australia"
"2103",87,40,"Pinot Noir",48.108077,15.8049558,5,"Austria"
"2104",87,11,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2105",88,19,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"2106",88,25,"Chardonnay",47.0525047,4.3837215,4,"France"
"2107",88,28,"Chardonnay",47.0525047,4.3837215,4,"France"
"2108",88,25,"Chardonnay",47.0525047,4.3837215,4,"France"
"2109",88,35,"Merlot",45.4414662,12.3152595,4,"Italy"
"2110",87,16,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2111",87,16,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2112",87,25,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2113",87,15,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2114",87,16,"Riesling",-43.0548342,172.7612505,3,"New Zealand"
"2115",87,13,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2116",86,18,"Chardonnay",-39.1089867,176.7416374,3,"New Zealand"
"2117",86,25,"Chardonnay",-41.57269,173.4216613,3,"New Zealand"
"2118",86,7,"Chardonnay",-37.4713077,144.7851531,3,"Australia"
"2119",90,45,"Riesling",47.9271368,14.080665,2,"Austria"
"2120",94,30,"Malbec",46.227638,2.213749,2,"France"
"2121",91,60,"Chardonnay",48.9168895,4.1514325,4,"France"
"2122",91,26,"Sauvignon Blanc",-41.57269,173.4216613,3,"New Zealand"
"2123",91,34,"Riesling",48.4333333,15.8,2,"Austria"
"2124",91,30,"Riesling",48.585085,15.4126618,2,"Austria"
"2125",91,18,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2126",91,35,"Riesling",-30.0002315,136.2091547,3,"Australia"
"2127",91,90,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2128",91,22,"Riesling",-27.6728168,121.6283098,3,"Australia"
"2129",91,45,"Chardonnay",-30.0002315,136.2091547,4,"Australia"
"2130",91,35,"Chardonnay",-37.4713077,144.7851531,3,"Australia"
"2131",86,18,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2132",86,28,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2133",86,11,"Syrah",-32.8896247,-68.8526867,6,"Argentina"
"2134",86,12,"Chardonnay",-37.4713077,144.7851531,3,"Australia"
"2135",88,20,"Chardonnay",47.0525047,4.3837215,4,"France"
"2136",88,24,"Chardonnay",47.0525047,4.3837215,4,"France"
"2137",88,59,"Pinot Noir",47.0525047,4.3837215,5,"France"
"2138",88,22,"Chardonnay",47.0525047,4.3837215,4,"France"
"2139",88,35,"Chardonnay",47.0525047,4.3837215,4,"France"
"2140",88,26,"Chardonnay",47.0525047,4.3837215,4,"France"
"2141",88,56,"Chardonnay",47.0525047,4.3837215,4,"France"
"2142",90,18,"Riesling",48.585085,15.4126618,2,"Austria"
"2143",89,22,"Pinot Noir",-37.4713077,144.7851531,3,"Australia"
"2144",89,25,"Riesling",48.585085,15.4126618,4,"Austria"
"2145",93,55,"Riesling",47.9271368,14.080665,2,"Austria"
"2146",93,30,"Malbec",46.227638,2.213749,2,"France"
"2147",93,60,"Malbec",46.227638,2.213749,2,"France"
"2148",93,50,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2149",93,22,"Malbec",46.227638,2.213749,2,"France"
"2150",91,50,"Chardonnay",48.9168895,4.1514325,4,"France"
"2151",90,29,"Pinot Noir",-41.57269,173.4216613,3,"New Zealand"
"2152",90,26,"Riesling",47.9271368,14.080665,2,"Austria"
"2153",90,90,"Chardonnay",48.9168895,4.1514325,4,"France"
"2154",90,23,"Sauvignon Blanc",-41.57269,173.4216613,3,"New Zealand"
"2155",91,21,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"2156",90,18,"Riesling",48.108077,15.8049558,2,"Austria"
"2157",90,40,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"2158",90,25,"Chardonnay",-31.2532183,146.921099,3,"Australia"
"2159",90,18,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2160",90,22,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2161",87,9,"Chardonnay",-27.6728168,121.6283098,4,"Australia"
"2162",87,40,"Riesling",48.3896089,15.4748897,4,"Austria"
"2163",87,16,"Riesling",48.3181795,7.4416241,4,"France"
"2164",87,15,"Cabernet Sauvignon",-27.6728168,121.6283098,6,"Australia"
"2165",87,25,"Cabernet Sauvignon",-30.0002315,136.2091547,6,"Australia"
"2166",87,19,"Sauvignon Blanc",-30.0002315,136.2091547,3,"Australia"
"2167",87,24,"Pinot Noir",-44.9566315,169.3988451,3,"New Zealand"
"2168",87,20,"Pinot Noir",-41.57269,173.4216613,3,"New Zealand"
"2169",87,70,"Chardonnay",48.9168895,4.1514325,4,"France"
"2170",87,30,"Pinot Noir",-44.9566315,169.3988451,3,"New Zealand"
"2171",87,13,"Merlot",-25.274398,133.775136,3,"Australia"
"2172",87,20,"Riesling",-30.0002315,136.2091547,3,"Australia"
"2173",87,15,"Pinot Noir",-41.57269,173.4216613,3,"New Zealand"
"2174",87,36,"Pinot Noir",-41.5609644,173.9235506,3,"New Zealand"
"2175",87,12,"Sauvignon Blanc",-41.57269,173.4216613,3,"New Zealand"
"2176",87,25,"Pinot Noir",-44.9566315,169.3988451,3,"New Zealand"
"2177",87,14,"Chardonnay",-30.0002315,136.2091547,3,"Australia"
"2178",87,40,"Pinot Noir",-44.9566315,169.3988451,3,"New Zealand"
"2179",87,11,"Chardonnay",-27.6728168,121.6283098,4,"Australia"
"2180",92,65,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2181",92,57,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2182",91,20,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2183",91,28,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2184",91,70,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2185",91,46,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2186",91,46,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2187",85,9,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2188",85,10,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"2189",85,10,"Malbec",-38.416097,-63.616672,6,"Argentina"
"2190",85,20,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2191",88,13,"Chardonnay",47.0525047,4.3837215,4,"France"
"2192",88,20,"Chardonnay",47.0525047,4.3837215,4,"France"
"2193",88,18,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2194",92,30,"Malbec",46.227638,2.213749,2,"France"
"2195",92,60,"Cabernet Sauvignon",37.5999938,14.0153557,2,"Italy"
"2196",92,20,"Malbec",46.227638,2.213749,2,"France"
"2197",92,30,"Malbec",46.227638,2.213749,2,"France"
"2198",92,22,"Malbec",46.227638,2.213749,2,"France"
"2199",92,50,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"2200",89,55,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2201",89,35,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2202",89,45,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2203",89,29,"Cabernet Sauvignon",-27.6728168,121.6283098,6,"Australia"
"2204",89,45,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2205",90,80,"Chardonnay",48.9168895,4.1514325,4,"France"
"2206",90,106,"Chardonnay",48.9168895,4.1514325,4,"France"
"2207",90,20,"Sauvignon Blanc",-42.0851991,173.261074,3,"New Zealand"
"2208",90,58,"Chardonnay",48.9168895,4.1514325,4,"France"
"2209",90,48,"Riesling",48.585085,15.4126618,2,"Austria"
"2210",90,27,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"2211",90,18,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"2212",90,17,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2213",90,25,"Riesling",-30.0002315,136.2091547,3,"Australia"
"2214",90,47,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2215",90,33,"Chardonnay",47.0525047,4.3837215,4,"France"
"2216",90,20,"Riesling",47.9271368,14.080665,2,"Austria"
"2217",90,64,"Chardonnay",47.0525047,4.3837215,4,"France"
"2218",90,26,"Chardonnay",47.0525047,4.3837215,4,"France"
"2219",90,30,"Chardonnay",47.0525047,4.3837215,4,"France"
"2220",87,22,"Pinot Noir",-41.57269,173.4216613,3,"New Zealand"
"2221",87,14,"Cabernet Sauvignon",-30.0002315,136.2091547,6,"Australia"
"2222",87,17,"Pinot Noir",-45.1526707,169.8926333,3,"New Zealand"
"2223",87,30,"Pinot Noir",-44.9566315,169.3988451,3,"New Zealand"
"2224",87,24,"Cabernet Sauvignon",-30.0002315,136.2091547,6,"Australia"
"2225",87,12,"Chardonnay",-25.274398,133.775136,4,"Australia"
"2226",87,20,"Pinot Noir",-41.2190932,175.4600651,3,"New Zealand"
"2227",87,30,"Pinot Noir",-41.2706319,173.2839653,3,"New Zealand"
"2228",87,24,"Sauvignon Blanc",-43.0548342,172.7612505,3,"New Zealand"
"2229",87,20,"Pinot Noir",-41.57269,173.4216613,3,"New Zealand"
"2230",87,17,"Riesling",-41.57269,173.4216613,3,"New Zealand"
"2231",87,40,"Pinot Noir",-44.9566315,169.3988451,3,"New Zealand"
"2232",87,19,"Pinot Noir",-41.57269,173.4216613,3,"New Zealand"
"2233",87,10,"Chardonnay",-37.4713077,144.7851531,3,"Australia"
"2234",87,17,"Sauvignon Blanc",47.3593442,14.4699827,4,"Austria"
"2235",87,18,"Riesling",48.3181795,7.4416241,4,"France"
"2236",87,17,"Riesling",47.9271368,14.080665,4,"Austria"
"2237",87,40,"Chardonnay",-37.4713077,144.7851531,3,"Australia"
"2238",87,65,"Chardonnay",-27.6728168,121.6283098,4,"Australia"
"2239",87,40,"Chardonnay",-25.274398,133.775136,4,"Australia"
"2240",91,16,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2241",90,20,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2242",85,13,"Chardonnay",-30.0002315,136.2091547,3,"Australia"
"2243",85,19,"Merlot",-38.416097,-63.616672,6,"Argentina"
"2244",85,12,"Tempranillo",40.463667,-3.74922,1,"Spain"
"2245",85,18,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"2246",85,12,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2247",85,13,"Merlot",-32.8896247,-68.8526867,6,"Argentina"
"2248",88,30,"Chardonnay",47.0525047,4.3837215,4,"France"
"2249",88,90,"Pinot Noir",47.0525047,4.3837215,5,"France"
"2250",88,27,"Chardonnay",47.0525047,4.3837215,4,"France"
"2251",88,30,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2252",88,32,"Chardonnay",47.0525047,4.3837215,4,"France"
"2253",89,30,"Syrah",44.0574025,4.828508,2,"France"
"2254",89,27,"Syrah",44.0574025,4.828508,2,"France"
"2255",89,20,"Pinot Noir",-37.4713077,144.7851531,3,"Australia"
"2256",89,55,"Chardonnay",41.87194,12.56738,4,"Italy"
"2257",89,17,"Riesling",48.1408597,15.6385231,4,"Austria"
"2258",90,50,"Chardonnay",48.9168895,4.1514325,4,"France"
"2259",90,60,"Chardonnay",48.9168895,4.1514325,4,"France"
"2260",90,25,"Riesling",47.9271368,14.080665,2,"Austria"
"2261",89,24,"Pinot Noir",-42.0851991,173.261074,3,"New Zealand"
"2262",89,20,"Riesling",48.3896089,15.4748897,4,"Austria"
"2263",89,32,"Riesling",48.585085,15.4126618,4,"Austria"
"2264",92,50,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2265",91,40,"Malbec",46.227638,2.213749,2,"France"
"2266",90,20,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2267",90,11,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"2268",90,11,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2269",90,14,"Riesling",-27.6728168,121.6283098,3,"Australia"
"2270",88,25,"Cabernet Sauvignon",-30.0002315,136.2091547,6,"Australia"
"2271",87,39,"Chardonnay",-27.6728168,121.6283098,4,"Australia"
"2272",87,15,"Pinot Noir",-41.57269,173.4216613,3,"New Zealand"
"2273",87,16,"Pinot Noir",-41.2706319,173.2839653,3,"New Zealand"
"2274",87,30,"Pinot Noir",-39.1089867,176.7416374,3,"New Zealand"
"2275",87,15,"Sauvignon Blanc",-27.6728168,121.6283098,3,"Australia"
"2276",87,15,"Chardonnay",-27.6728168,121.6283098,4,"Australia"
"2277",87,18,"Pinot Noir",-41.57269,173.4216613,3,"New Zealand"
"2278",87,35,"Pinot Noir",-44.9566315,169.3988451,3,"New Zealand"
"2279",87,18,"Pinot Noir",-43.7542275,171.1637245,3,"New Zealand"
"2280",87,23,"Pinot Noir",-41.57269,173.4216613,3,"New Zealand"
"2281",87,27,"Pinot Noir",-43.0548342,172.7612505,3,"New Zealand"
"2282",87,19,"Sauvignon Blanc",-41.2190932,175.4600651,3,"New Zealand"
"2283",87,40,"Pinot Noir",-43.0548342,172.7612505,3,"New Zealand"
"2284",87,40,"Pinot Noir",-41.2190932,175.4600651,3,"New Zealand"
"2285",86,14,"Pinot Noir",-41.57269,173.4216613,3,"New Zealand"
"2286",86,14,"Chardonnay",-37.4713077,144.7851531,3,"Australia"
"2287",86,25,"Pinot Noir",-43.7542275,171.1637245,3,"New Zealand"
"2288",86,25,"Pinot Noir",-41.2190932,175.4600651,3,"New Zealand"
"2289",86,27,"Pinot Noir",-41.2190932,175.4600651,3,"New Zealand"
"2290",86,15,"Riesling",-30.0002315,136.2091547,3,"Australia"
"2291",86,12,"Riesling",-30.0002315,136.2091547,3,"Australia"
"2292",85,12,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"2293",85,12,"Cabernet Sauvignon",-25.274398,133.775136,6,"Australia"
"2294",85,20,"Sauvignon Blanc",47.5532402,1.0105289,1,"France"
"2295",85,12,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
"2296",85,20,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2297",90,40,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2298",90,68,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2299",90,21,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2300",90,12,"Riesling",-30.0002315,136.2091547,3,"Australia"
"2301",90,63,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2302",90,30,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2303",90,19,"Sangiovese",43.7710513,11.2486208,2,"Italy"
"2304",89,80,"Tempranillo",43.2691164,-4.2500792,1,"Spain"
"2305",89,50,"Syrah",-30.0002315,136.2091547,3,"Australia"
"2306",89,100,"Chardonnay",48.9168895,4.1514325,4,"France"
"2307",89,22,"Riesling",47.9271368,14.080665,4,"Austria"
"2308",89,17,"Sauvignon Blanc",-41.57269,173.4216613,3,"New Zealand"
"2309",89,400,"Chardonnay",48.9168895,4.1514325,4,"France"
"2310",89,65,"Chardonnay",48.9168895,4.1514325,4,"France"
"2311",88,50,"Cabernet Sauvignon",-32.8896247,-68.8526867,6,"Argentina"
"2312",91,35,"Riesling",47.9271368,14.080665,2,"Austria"
"2313",91,40,"Merlot",37.5999938,14.0153557,2,"Italy"
"2314",91,120,"Malbec",-32.8896247,-68.8526867,6,"Argentina"
